sample	category	filename	relative_path	size_bytes	size_human	url
T2T00	repeatmasker	T2T00.filtered.bed	annotations/T2T00/repeatmasker/T2T00.filtered.bed	710058567	677.2MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00%2Frepeatmasker&files=T2T00.filtered.bed
T2T00	repeatmasker	T2T00.filtered_satellites.bed	annotations/T2T00/repeatmasker/T2T00.filtered_satellites.bed	4015681	3.8MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00%2Frepeatmasker&files=T2T00.filtered_satellites.bed
T2T00	repeatmasker	T2T00.repeatmasker.out	annotations/T2T00/repeatmasker/T2T00.repeatmasker.out	1809759889	1.7GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00%2Frepeatmasker&files=T2T00.repeatmasker.out
T2T00	variants	T2T00.small_variants.vcf.gz	annotations/T2T00/variants/T2T00.small_variants.vcf.gz	39009975	37.2MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00%2Fvariants&files=T2T00.small_variants.vcf.gz
T2T00	variants	T2T00.small_variants.vcf.gz.tbi	annotations/T2T00/variants/T2T00.small_variants.vcf.gz.tbi	1572529	1.5MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00%2Fvariants&files=T2T00.small_variants.vcf.gz.tbi
T2T00	variants	T2T00.structural_variants.vcf.gz	annotations/T2T00/variants/T2T00.structural_variants.vcf.gz	8385995	8.0MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00%2Fvariants&files=T2T00.structural_variants.vcf.gz
T2T00	variants	T2T00.structural_variants.vcf.gz.tbi	annotations/T2T00/variants/T2T00.structural_variants.vcf.gz.tbi	282557	275.9KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00%2Fvariants&files=T2T00.structural_variants.vcf.gz.tbi
T2T00_1	3d_contacts	T2T00_1.combined.mcool	annotations/T2T00_1/3d_contacts/T2T00_1.combined.mcool	2455217334	2.3GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2F3d_contacts&files=T2T00_1.combined.mcool
T2T00_1	3d_contacts	T2T00_1.hp1.mcool	annotations/T2T00_1/3d_contacts/T2T00_1.hp1.mcool	984140949	938.5MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2F3d_contacts&files=T2T00_1.hp1.mcool
T2T00_1	3d_contacts	T2T00_1.hp2.mcool	annotations/T2T00_1/3d_contacts/T2T00_1.hp2.mcool	987948323	942.2MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2F3d_contacts&files=T2T00_1.hp2.mcool
T2T00_1	assembly_issues	T2T00_1.assembly_issues.lifted.gff3	annotations/T2T00_1/assembly_issues/T2T00_1.assembly_issues.lifted.gff3	1209955	1.2MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fassembly_issues&files=T2T00_1.assembly_issues.lifted.gff3
T2T00_1	assembly_issues	T2T00_1.flagger.bed	annotations/T2T00_1/assembly_issues/T2T00_1.flagger.bed	390590	381.4KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fassembly_issues&files=T2T00_1.flagger.bed
T2T00_1	assembly_issues	T2T00_1.gaps.bed	annotations/T2T00_1/assembly_issues/T2T00_1.gaps.bed	2663	2.6KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fassembly_issues&files=T2T00_1.gaps.bed
T2T00_1	assembly_issues	T2T00_1.nucflag_misasm.bed	annotations/T2T00_1/assembly_issues/T2T00_1.nucflag_misasm.bed	209909	205.0KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fassembly_issues&files=T2T00_1.nucflag_misasm.bed
T2T00_1	assembly_issues	T2T00_1.nucflag_status.bed	annotations/T2T00_1/assembly_issues/T2T00_1.nucflag_status.bed	78757	76.9KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fassembly_issues&files=T2T00_1.nucflag_status.bed
T2T00_1	cenmap	T2T00_1.complete_cens.bed	annotations/T2T00_1/cenmap/T2T00_1.complete_cens.bed	4143	4.0KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fcenmap&files=T2T00_1.complete_cens.bed
T2T00_1	cenmap	T2T00_1.complete_correct_cens.bed	annotations/T2T00_1/cenmap/T2T00_1.complete_correct_cens.bed	2954	2.9KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fcenmap&files=T2T00_1.complete_correct_cens.bed
T2T00_1	methylation	T2T00_1.hp1.methyl.bed	annotations/T2T00_1/methylation/T2T00_1.hp1.methyl.bed	3797180898	3.5GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fmethylation&files=T2T00_1.hp1.methyl.bed
T2T00_1	methylation	T2T00_1.hp2.methyl.bed	annotations/T2T00_1/methylation/T2T00_1.hp2.methyl.bed	3821269278	3.6GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fmethylation&files=T2T00_1.hp2.methyl.bed
T2T00_1	repeatmasker	T2T00_1.filtered.bed	annotations/T2T00_1/repeatmasker/T2T00_1.filtered.bed	714209603	681.1MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Frepeatmasker&files=T2T00_1.filtered.bed
T2T00_1	repeatmasker	T2T00_1.filtered_satellites.bed	annotations/T2T00_1/repeatmasker/T2T00_1.filtered_satellites.bed	4408458	4.2MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Frepeatmasker&files=T2T00_1.filtered_satellites.bed
T2T00_1	repeatmasker	T2T00_1.repeatmasker.out	annotations/T2T00_1/repeatmasker/T2T00_1.repeatmasker.out	1815012922	1.7GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Frepeatmasker&files=T2T00_1.repeatmasker.out
T2T00_1	variants	T2T00_1.small_variants.vcf.gz	annotations/T2T00_1/variants/T2T00_1.small_variants.vcf.gz	39125215	37.3MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fvariants&files=T2T00_1.small_variants.vcf.gz
T2T00_1	variants	T2T00_1.small_variants.vcf.gz.tbi	annotations/T2T00_1/variants/T2T00_1.small_variants.vcf.gz.tbi	1572720	1.5MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fvariants&files=T2T00_1.small_variants.vcf.gz.tbi
T2T00_1	variants	T2T00_1.structural_variants.vcf.gz	annotations/T2T00_1/variants/T2T00_1.structural_variants.vcf.gz	7935580	7.6MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fvariants&files=T2T00_1.structural_variants.vcf.gz
T2T00_1	variants	T2T00_1.structural_variants.vcf.gz.tbi	annotations/T2T00_1/variants/T2T00_1.structural_variants.vcf.gz.tbi	279796	273.2KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_1%2Fvariants&files=T2T00_1.structural_variants.vcf.gz.tbi
T2T00_2	3d_contacts	T2T00_2.combined.mcool	annotations/T2T00_2/3d_contacts/T2T00_2.combined.mcool	2394876234	2.2GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2F3d_contacts&files=T2T00_2.combined.mcool
T2T00_2	3d_contacts	T2T00_2.hp1.mcool	annotations/T2T00_2/3d_contacts/T2T00_2.hp1.mcool	1347262668	1.3GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2F3d_contacts&files=T2T00_2.hp1.mcool
T2T00_2	3d_contacts	T2T00_2.hp2.mcool	annotations/T2T00_2/3d_contacts/T2T00_2.hp2.mcool	1347580517	1.3GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2F3d_contacts&files=T2T00_2.hp2.mcool
T2T00_2	assembly_issues	T2T00_2.assembly_issues.lifted.gff3	annotations/T2T00_2/assembly_issues/T2T00_2.assembly_issues.lifted.gff3	10942017	10.4MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fassembly_issues&files=T2T00_2.assembly_issues.lifted.gff3
T2T00_2	assembly_issues	T2T00_2.flagger.bed	annotations/T2T00_2/assembly_issues/T2T00_2.flagger.bed	832353	812.8KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fassembly_issues&files=T2T00_2.flagger.bed
T2T00_2	assembly_issues	T2T00_2.gaps.bed	annotations/T2T00_2/assembly_issues/T2T00_2.gaps.bed	11572	11.3KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fassembly_issues&files=T2T00_2.gaps.bed
T2T00_2	assembly_issues	T2T00_2.nucflag_misasm.bed	annotations/T2T00_2/assembly_issues/T2T00_2.nucflag_misasm.bed	2406409	2.3MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fassembly_issues&files=T2T00_2.nucflag_misasm.bed
T2T00_2	assembly_issues	T2T00_2.nucflag_status.bed	annotations/T2T00_2/assembly_issues/T2T00_2.nucflag_status.bed	146771	143.3KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fassembly_issues&files=T2T00_2.nucflag_status.bed
T2T00_2	cenmap	T2T00_2.complete_cens.bed	annotations/T2T00_2/cenmap/T2T00_2.complete_cens.bed	5010	4.9KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fcenmap&files=T2T00_2.complete_cens.bed
T2T00_2	cenmap	T2T00_2.complete_correct_cens.bed	annotations/T2T00_2/cenmap/T2T00_2.complete_correct_cens.bed	385	385B	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fcenmap&files=T2T00_2.complete_correct_cens.bed
T2T00_2	methylation	T2T00_2.hp1.methyl.bed	annotations/T2T00_2/methylation/T2T00_2.hp1.methyl.bed	2581044210	2.4GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fmethylation&files=T2T00_2.hp1.methyl.bed
T2T00_2	methylation	T2T00_2.hp2.methyl.bed	annotations/T2T00_2/methylation/T2T00_2.hp2.methyl.bed	2579426459	2.4GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fmethylation&files=T2T00_2.hp2.methyl.bed
T2T00_2	repeatmasker	T2T00_2.filtered.bed	annotations/T2T00_2/repeatmasker/T2T00_2.filtered.bed	732567785	698.6MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Frepeatmasker&files=T2T00_2.filtered.bed
T2T00_2	repeatmasker	T2T00_2.filtered_satellites.bed	annotations/T2T00_2/repeatmasker/T2T00_2.filtered_satellites.bed	3862914	3.7MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Frepeatmasker&files=T2T00_2.filtered_satellites.bed
T2T00_2	repeatmasker	T2T00_2.repeatmasker.out	annotations/T2T00_2/repeatmasker/T2T00_2.repeatmasker.out	1852779560	1.7GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Frepeatmasker&files=T2T00_2.repeatmasker.out
T2T00_2	variants	T2T00_2.small_variants.vcf.gz	annotations/T2T00_2/variants/T2T00_2.small_variants.vcf.gz	39137930	37.3MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fvariants&files=T2T00_2.small_variants.vcf.gz
T2T00_2	variants	T2T00_2.small_variants.vcf.gz.tbi	annotations/T2T00_2/variants/T2T00_2.small_variants.vcf.gz.tbi	1575336	1.5MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fvariants&files=T2T00_2.small_variants.vcf.gz.tbi
T2T00_2	variants	T2T00_2.structural_variants.vcf.gz	annotations/T2T00_2/variants/T2T00_2.structural_variants.vcf.gz	7966044	7.6MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fvariants&files=T2T00_2.structural_variants.vcf.gz
T2T00_2	variants	T2T00_2.structural_variants.vcf.gz.tbi	annotations/T2T00_2/variants/T2T00_2.structural_variants.vcf.gz.tbi	277350	270.8KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T00_2%2Fvariants&files=T2T00_2.structural_variants.vcf.gz.tbi
T2T01	3d_contacts	T2T01.combined.mcool	annotations/T2T01/3d_contacts/T2T01.combined.mcool	2336225608	2.2GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2F3d_contacts&files=T2T01.combined.mcool
T2T01	3d_contacts	T2T01.hp1.mcool	annotations/T2T01/3d_contacts/T2T01.hp1.mcool	881338528	840.5MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2F3d_contacts&files=T2T01.hp1.mcool
T2T01	3d_contacts	T2T01.hp2.mcool	annotations/T2T01/3d_contacts/T2T01.hp2.mcool	879490986	838.7MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2F3d_contacts&files=T2T01.hp2.mcool
T2T01	assembly_issues	T2T01.assembly_issues.lifted.gff3	annotations/T2T01/assembly_issues/T2T01.assembly_issues.lifted.gff3	5092635	4.9MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fassembly_issues&files=T2T01.assembly_issues.lifted.gff3
T2T01	assembly_issues	T2T01.flagger.bed	annotations/T2T01/assembly_issues/T2T01.flagger.bed	443735	433.3KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fassembly_issues&files=T2T01.flagger.bed
T2T01	assembly_issues	T2T01.gaps.bed	annotations/T2T01/assembly_issues/T2T01.gaps.bed	1661	1.6KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fassembly_issues&files=T2T01.gaps.bed
T2T01	assembly_issues	T2T01.nucflag_misasm.bed	annotations/T2T01/assembly_issues/T2T01.nucflag_misasm.bed	1138003	1.1MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fassembly_issues&files=T2T01.nucflag_misasm.bed
T2T01	assembly_issues	T2T01.nucflag_status.bed	annotations/T2T01/assembly_issues/T2T01.nucflag_status.bed	74652	72.9KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fassembly_issues&files=T2T01.nucflag_status.bed
T2T01	cenmap	T2T01.complete_cens.bed	annotations/T2T01/cenmap/T2T01.complete_cens.bed	3965	3.9KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fcenmap&files=T2T01.complete_cens.bed
T2T01	cenmap	T2T01.complete_correct_cens.bed	annotations/T2T01/cenmap/T2T01.complete_correct_cens.bed	1335	1.3KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fcenmap&files=T2T01.complete_correct_cens.bed
T2T01	methylation	T2T01.hp1.methyl.bed	annotations/T2T01/methylation/T2T01.hp1.methyl.bed	3124893078	2.9GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fmethylation&files=T2T01.hp1.methyl.bed
T2T01	methylation	T2T01.hp2.methyl.bed	annotations/T2T01/methylation/T2T01.hp2.methyl.bed	3133718008	2.9GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fmethylation&files=T2T01.hp2.methyl.bed
T2T01	repeatmasker	T2T01.filtered.bed	annotations/T2T01/repeatmasker/T2T01.filtered.bed	721189444	687.8MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Frepeatmasker&files=T2T01.filtered.bed
T2T01	repeatmasker	T2T01.filtered_satellites.bed	annotations/T2T01/repeatmasker/T2T01.filtered_satellites.bed	3268565	3.1MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Frepeatmasker&files=T2T01.filtered_satellites.bed
T2T01	repeatmasker	T2T01.repeatmasker.out	annotations/T2T01/repeatmasker/T2T01.repeatmasker.out	1838139210	1.7GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Frepeatmasker&files=T2T01.repeatmasker.out
T2T01	variants	T2T01.small_variants.vcf.gz	annotations/T2T01/variants/T2T01.small_variants.vcf.gz	39194103	37.4MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fvariants&files=T2T01.small_variants.vcf.gz
T2T01	variants	T2T01.small_variants.vcf.gz.tbi	annotations/T2T01/variants/T2T01.small_variants.vcf.gz.tbi	1581267	1.5MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fvariants&files=T2T01.small_variants.vcf.gz.tbi
T2T01	variants	T2T01.structural_variants.vcf.gz	annotations/T2T01/variants/T2T01.structural_variants.vcf.gz	7240910	6.9MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fvariants&files=T2T01.structural_variants.vcf.gz
T2T01	variants	T2T01.structural_variants.vcf.gz.tbi	annotations/T2T01/variants/T2T01.structural_variants.vcf.gz.tbi	276838	270.3KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T01%2Fvariants&files=T2T01.structural_variants.vcf.gz.tbi
T2T02	3d_contacts	T2T02.combined.mcool	annotations/T2T02/3d_contacts/T2T02.combined.mcool	2128635336	2.0GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2F3d_contacts&files=T2T02.combined.mcool
T2T02	3d_contacts	T2T02.hp1.mcool	annotations/T2T02/3d_contacts/T2T02.hp1.mcool	466391959	444.8MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2F3d_contacts&files=T2T02.hp1.mcool
T2T02	3d_contacts	T2T02.hp2.mcool	annotations/T2T02/3d_contacts/T2T02.hp2.mcool	465654044	444.1MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2F3d_contacts&files=T2T02.hp2.mcool
T2T02	assembly_issues	T2T02.assembly_issues.lifted.gff3	annotations/T2T02/assembly_issues/T2T02.assembly_issues.lifted.gff3	6690328	6.4MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fassembly_issues&files=T2T02.assembly_issues.lifted.gff3
T2T02	assembly_issues	T2T02.flagger.bed	annotations/T2T02/assembly_issues/T2T02.flagger.bed	439587	429.3KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fassembly_issues&files=T2T02.flagger.bed
T2T02	assembly_issues	T2T02.gaps.bed	annotations/T2T02/assembly_issues/T2T02.gaps.bed	2958	2.9KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fassembly_issues&files=T2T02.gaps.bed
T2T02	assembly_issues	T2T02.nucflag_misasm.bed	annotations/T2T02/assembly_issues/T2T02.nucflag_misasm.bed	1554213	1.5MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fassembly_issues&files=T2T02.nucflag_misasm.bed
T2T02	assembly_issues	T2T02.nucflag_status.bed	annotations/T2T02/assembly_issues/T2T02.nucflag_status.bed	87194	85.2KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fassembly_issues&files=T2T02.nucflag_status.bed
T2T02	cenmap	T2T02.complete_cens.bed	annotations/T2T02/cenmap/T2T02.complete_cens.bed	3969	3.9KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fcenmap&files=T2T02.complete_cens.bed
T2T02	cenmap	T2T02.complete_correct_cens.bed	annotations/T2T02/cenmap/T2T02.complete_correct_cens.bed	573	573B	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fcenmap&files=T2T02.complete_correct_cens.bed
T2T02	methylation	T2T02.hp1.methyl.bed	annotations/T2T02/methylation/T2T02.hp1.methyl.bed	2993530661	2.8GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fmethylation&files=T2T02.hp1.methyl.bed
T2T02	methylation	T2T02.hp2.methyl.bed	annotations/T2T02/methylation/T2T02.hp2.methyl.bed	2997565391	2.8GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fmethylation&files=T2T02.hp2.methyl.bed
T2T02	repeatmasker	T2T02.filtered.bed	annotations/T2T02/repeatmasker/T2T02.filtered.bed	713894697	680.8MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Frepeatmasker&files=T2T02.filtered.bed
T2T02	repeatmasker	T2T02.filtered_satellites.bed	annotations/T2T02/repeatmasker/T2T02.filtered_satellites.bed	4200494	4.0MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Frepeatmasker&files=T2T02.filtered_satellites.bed
T2T02	repeatmasker	T2T02.repeatmasker.out	annotations/T2T02/repeatmasker/T2T02.repeatmasker.out	1814816156	1.7GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Frepeatmasker&files=T2T02.repeatmasker.out
T2T02	variants	T2T02.small_variants.vcf.gz	annotations/T2T02/variants/T2T02.small_variants.vcf.gz	38511635	36.7MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fvariants&files=T2T02.small_variants.vcf.gz
T2T02	variants	T2T02.small_variants.vcf.gz.tbi	annotations/T2T02/variants/T2T02.small_variants.vcf.gz.tbi	1575123	1.5MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fvariants&files=T2T02.small_variants.vcf.gz.tbi
T2T02	variants	T2T02.structural_variants.vcf.gz	annotations/T2T02/variants/T2T02.structural_variants.vcf.gz	7530939	7.2MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fvariants&files=T2T02.structural_variants.vcf.gz
T2T02	variants	T2T02.structural_variants.vcf.gz.tbi	annotations/T2T02/variants/T2T02.structural_variants.vcf.gz.tbi	276470	270.0KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T02%2Fvariants&files=T2T02.structural_variants.vcf.gz.tbi
T2T03	3d_contacts	T2T03.combined.mcool	annotations/T2T03/3d_contacts/T2T03.combined.mcool	2301673089	2.1GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2F3d_contacts&files=T2T03.combined.mcool
T2T03	3d_contacts	T2T03.hp1.mcool	annotations/T2T03/3d_contacts/T2T03.hp1.mcool	1019008603	971.8MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2F3d_contacts&files=T2T03.hp1.mcool
T2T03	3d_contacts	T2T03.hp2.mcool	annotations/T2T03/3d_contacts/T2T03.hp2.mcool	1016643634	969.5MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2F3d_contacts&files=T2T03.hp2.mcool
T2T03	assembly_issues	T2T03.assembly_issues.lifted.gff3	annotations/T2T03/assembly_issues/T2T03.assembly_issues.lifted.gff3	1530834	1.5MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2Fassembly_issues&files=T2T03.assembly_issues.lifted.gff3
T2T03	assembly_issues	T2T03.flagger.bed	annotations/T2T03/assembly_issues/T2T03.flagger.bed	323986	316.4KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2Fassembly_issues&files=T2T03.flagger.bed
T2T03	assembly_issues	T2T03.gaps.bed	annotations/T2T03/assembly_issues/T2T03.gaps.bed	928	928B	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2Fassembly_issues&files=T2T03.gaps.bed
T2T03	assembly_issues	T2T03.nucflag_misasm.bed	annotations/T2T03/assembly_issues/T2T03.nucflag_misasm.bed	321668	314.1KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2Fassembly_issues&files=T2T03.nucflag_misasm.bed
T2T03	assembly_issues	T2T03.nucflag_status.bed	annotations/T2T03/assembly_issues/T2T03.nucflag_status.bed	71055	69.4KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2Fassembly_issues&files=T2T03.nucflag_status.bed
T2T03	cenmap	T2T03.complete_cens.bed	annotations/T2T03/cenmap/T2T03.complete_cens.bed	4028	3.9KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2Fcenmap&files=T2T03.complete_cens.bed
T2T03	cenmap	T2T03.complete_correct_cens.bed	annotations/T2T03/cenmap/T2T03.complete_correct_cens.bed	1956	1.9KB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2Fcenmap&files=T2T03.complete_correct_cens.bed
T2T03	methylation	T2T03.hp1.methyl.bed	annotations/T2T03/methylation/T2T03.hp1.methyl.bed	2084260357	1.9GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2Fmethylation&files=T2T03.hp1.methyl.bed
T2T03	methylation	T2T03.hp2.methyl.bed	annotations/T2T03/methylation/T2T03.hp2.methyl.bed	2073668029	1.9GB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2Fmethylation&files=T2T03.hp2.methyl.bed
T2T03	repeatmasker	T2T03.filtered.bed	annotations/T2T03/repeatmasker/T2T03.filtered.bed	726677132	693.0MB	https://cloud.imgag.de/s/oiHyaeziGCYfD9r/download?path=%2Fannotations%2FT2T03%2Frepeatmasker&files=T2T03.filtered.bed
